id,delito,fecha_peticion,fecha_resolucion,resultado,tiempo_resolucion,ano_peticion,mes_peticion,dia_peticion,resuelta
365,delito_contra_la_salud,2010-08-26,2010-11-17,concedida,7171200s (~11.86 weeks),2010,08,26,si
366,delito_sexual_menores,2010-08-31,2010-10-28,concedida,5011200s (~8.29 weeks),2010,08,31,si
367,asociacion_delictuosa,2010-09-03,2011-01-04,concedida,10627200s (~17.57 weeks),2010,09,03,si
367,delito_contra_la_salud,2010-09-03,2011-01-04,concedida,10627200s (~17.57 weeks),2010,09,03,si
367,lavado_de_dinero,2010-09-03,2011-01-04,concedida,10627200s (~17.57 weeks),2010,09,03,si
368,delito_contra_la_salud,2010-09-07,2010-10-18,concedida,3542400s (~5.86 weeks),2010,09,07,si
369,homicidio,2010-09-07,2010-09-30,concedida,1987200s (~3.29 weeks),2010,09,07,si
370,delito_contra_la_salud,2010-09-10,2010-10-14,concedida,2937600s (~4.86 weeks),2010,09,10,si
371,lavado_de_dinero,2010-09-10,2011-02-23,concedida,14342400s (~23.71 weeks),2010,09,10,si
372,homicidio,2010-09-14,2010-10-20,concedida,3110400s (~5.14 weeks),2010,09,14,si
373,homicidio,2010-09-24,2011-02-28,concedida,13564800s (~22.43 weeks),2010,09,24,si
373,asalto_sexual,2010-09-24,2011-02-28,concedida,13564800s (~22.43 weeks),2010,09,24,si
373,allanamiento_de_morada,2010-09-24,2011-02-28,concedida,13564800s (~22.43 weeks),2010,09,24,si
374,homicidio,2010-09-26,2011-07-25,concedida,26092800s (~43.14 weeks),2010,09,26,si
375,asociacion_delictuosa,2010-10-08,2010-11-24,concedida,4060800s (~6.71 weeks),2010,10,08,si
375,delito_contra_la_salud,2010-10-08,2010-11-24,concedida,4060800s (~6.71 weeks),2010,10,08,si
376,homicidio,2010-10-08,2010-11-17,concedida,3456000s (~5.71 weeks),2010,10,08,si
376,lesiones,2010-10-08,2010-11-17,concedida,3456000s (~5.71 weeks),2010,10,08,si
377,delito_contra_la_salud,2010-10-08,NA,n/a,NA,2010,10,08,no
377,lavado_de_dinero,2010-10-08,NA,n/a,NA,2010,10,08,no
378,secuestro,2010-10-11,2010-11-24,concedida,3801600s (~6.29 weeks),2010,10,11,si
378,asociacion_delictuosa,2010-10-11,2010-11-24,concedida,3801600s (~6.29 weeks),2010,10,11,si
379,delito_contra_la_salud,2010-10-27,NA,n/a,NA,2010,10,27,no
379,lavado_de_dinero,2010-10-27,NA,n/a,NA,2010,10,27,no
380,robo,2010-10-29,2010-11-24,concedida,2246400s (~3.71 weeks),2010,10,29,si
381,corrupcion,2010-10-29,2011-01-13,concedida,6566400s (~10.86 weeks),2010,10,29,si
381,robo,2010-10-29,2011-01-13,concedida,6566400s (~10.86 weeks),2010,10,29,si
382,asociacion_delictuosa,2010-10-29,2010-12-17,concedida,4233600s (~7 weeks),2010,10,29,si
382,delito_contra_la_salud,2010-10-29,2010-12-17,concedida,4233600s (~7 weeks),2010,10,29,si
383,delito_sexual_menores,2010-11-05,2011-04-25,concedida,14774400s (~24.43 weeks),2010,11,05,si
384,delincuencia_organizada,2010-11-05,2011-02-28,concedida,9936000s (~16.43 weeks),2010,11,05,si
385,delincuencia_organizada,2010-11-05,2011-02-28,concedida,9936000s (~16.43 weeks),2010,11,05,si
386,delito_contra_la_salud,2010-11-08,2011-01-04,concedida,4924800s (~8.14 weeks),2010,11,08,si
386,asociacion_delictuosa,2010-11-08,2011-01-04,concedida,4924800s (~8.14 weeks),2010,11,08,si
387,asociacion_delictuosa,2010-11-12,2010-12-08,concedida,2246400s (~3.71 weeks),2010,11,12,si
387,delito_contra_la_salud,2010-11-12,2010-12-08,concedida,2246400s (~3.71 weeks),2010,11,12,si
388,homicidio,2010-11-19,2010-12-21,concedida,2764800s (~4.57 weeks),2010,11,19,si
388,terrorismo,2010-11-19,2010-12-21,concedida,2764800s (~4.57 weeks),2010,11,19,si
389,asociacion_delictuosa,2010-11-19,2011-07-19,concedida,20908800s (~34.57 weeks),2010,11,19,si
389,delito_contra_la_salud,2010-11-19,2011-07-19,concedida,20908800s (~34.57 weeks),2010,11,19,si
390,abuso_sexual_menores,2010-11-25,2011-01-28,concedida,5529600s (~9.14 weeks),2010,11,25,si
390,poner_en_peligro_otra_persona,2010-11-25,2011-01-28,concedida,5529600s (~9.14 weeks),2010,11,25,si
391,delito_sexual_menores,2010-11-25,2011-01-07,concedida,3715200s (~6.14 weeks),2010,11,25,si
392,homicidio,2010-12-03,2011-03-30,concedida,10108800s (~16.71 weeks),2010,12,03,si
393,delito_sexual_menores,2010-12-03,2011-01-26,concedida,4665600s (~7.71 weeks),2010,12,03,si
394,homicidio,2010-12-06,2011-01-26,concedida,4406400s (~7.29 weeks),2010,12,06,si
394,secuestro,2010-12-06,2011-01-26,concedida,4406400s (~7.29 weeks),2010,12,06,si
394,posesion_ilegal_de_arma_de_fuego,2010-12-06,2011-01-26,concedida,4406400s (~7.29 weeks),2010,12,06,si
395,delito_sexual_menores,2010-12-09,2011-01-28,concedida,4320000s (~7.14 weeks),2010,12,09,si
396,delito_contra_la_salud,2010-12-13,2011-01-04,concedida,1900800s (~3.14 weeks),2010,12,13,si
397,homicidio,2010-12-17,2011-02-28,concedida,6307200s (~10.43 weeks),2010,12,17,si
398,homicidio,2010-12-20,2011-02-21,concedida,5443200s (~9 weeks),2010,12,20,si
399,homicidio,2010-12-23,2011-01-28,concedida,3110400s (~5.14 weeks),2010,12,23,si
400,violacion,2010-12-23,2011-03-10,concedida,6652800s (~11 weeks),2010,12,23,si
401,lesiones,2010-12-23,2011-03-08,concedida,6480000s (~10.71 weeks),2010,12,23,si
402,homicidio,2010-12-29,2011-03-07,concedida,5875200s (~9.71 weeks),2010,12,29,si
402,abuso_sexual_menores,2010-12-29,2011-03-07,concedida,5875200s (~9.71 weeks),2010,12,29,si
402,allanamiento_de_morada,2010-12-29,2011-03-07,concedida,5875200s (~9.71 weeks),2010,12,29,si
402,alteracion_de_pruebas,2010-12-29,2011-03-07,concedida,5875200s (~9.71 weeks),2010,12,29,si
402,robo,2010-12-29,2011-03-07,concedida,5875200s (~9.71 weeks),2010,12,29,si
402,corrupcion,2010-12-29,2011-03-07,concedida,5875200s (~9.71 weeks),2010,12,29,si
402,incendio,2010-12-29,2011-03-07,concedida,5875200s (~9.71 weeks),2010,12,29,si
403,fraude,2010-12-30,2011-03-14,negada,6393600s (~10.57 weeks),2010,12,30,no
403,asociacion_delictuosa,2010-12-30,2011-03-14,negada,6393600s (~10.57 weeks),2010,12,30,no
403,delitos_fiscales,2010-12-30,2011-03-14,negada,6393600s (~10.57 weeks),2010,12,30,no
403,delitos_cometidos_contra_la_administracion_federal_de_medicamentos,2010-12-30,2011-03-14,negada,6393600s (~10.57 weeks),2010,12,30,no
404,homicidio,2011-01-05,2011-05-25,concedida,12096000s (~20 weeks),2011,01,05,si
405,asalto_sexual_menor,2011-01-07,2011-02-21,concedida,3888000s (~6.43 weeks),2011,01,07,si
406,asociacion_delictuosa,2011-01-12,2011-03-28,concedida,6480000s (~10.71 weeks),2011,01,12,si
406,delito_contra_la_salud,2011-01-12,2011-03-28,concedida,6480000s (~10.71 weeks),2011,01,12,si
406,secuestro,2011-01-12,2011-03-28,concedida,6480000s (~10.71 weeks),2011,01,12,si
406,delito_con_arma_de_fuego,2011-01-12,2011-03-28,concedida,6480000s (~10.71 weeks),2011,01,12,si
407,delito_contra_la_salud,2011-01-14,2011-02-28,concedida,3888000s (~6.43 weeks),2011,01,14,si
407,trafico_de_armas,2011-01-14,2011-02-28,concedida,3888000s (~6.43 weeks),2011,01,14,si
407,asociacion_delictuosa,2011-01-14,2011-02-28,concedida,3888000s (~6.43 weeks),2011,01,14,si
408,delito_contra_la_salud,2011-01-18,2011-07-04,concedida,14428800s (~23.86 weeks),2011,01,18,si
409,secuestro,2011-01-19,2011-05-06,concedida,9244800s (~15.29 weeks),2011,01,19,si
409,robo,2011-01-19,2011-05-06,concedida,9244800s (~15.29 weeks),2011,01,19,si
409,extorsion,2011-01-19,2011-05-06,concedida,9244800s (~15.29 weeks),2011,01,19,si
410,asociacion_delictuosa,2011-01-21,2011-02-23,concedida,2851200s (~4.71 weeks),2011,01,21,si
410,delito_contra_la_salud,2011-01-21,2011-02-23,concedida,2851200s (~4.71 weeks),2011,01,21,si
411,delito_sexual_menores,2011-01-28,2011-08-17,concedida,17366400s (~28.71 weeks),2011,01,28,si
411,secuestro,2011-01-28,2011-08-17,concedida,17366400s (~28.71 weeks),2011,01,28,si
412,homicidio,2011-01-28,2011-08-29,concedida,18403200s (~30.43 weeks),2011,01,28,si
412,asociacion_delictuosa,2011-01-28,2011-08-29,concedida,18403200s (~30.43 weeks),2011,01,28,si
413,delito_contra_la_salud,2011-02-02,2011-03-30,concedida,4838400s (~8 weeks),2011,02,02,si
414,delito_contra_la_salud,2011-03-04,2011-05-26,concedida,7171200s (~11.86 weeks),2011,03,04,si
415,asociacion_delictuosa,2011-03-04,2011-08-26,concedida,15120000s (~25 weeks),2011,03,04,si
415,delito_contra_la_salud,2011-03-04,2011-08-26,concedida,15120000s (~25 weeks),2011,03,04,si
416,asociacion_delictuosa,2011-03-08,2011-06-14,concedida,8467200s (~14 weeks),2011,03,08,si
416,delito_contra_la_salud,2011-03-08,2011-06-14,concedida,8467200s (~14 weeks),2011,03,08,si
417,asociacion_delictuosa,2011-03-11,2012-09-10,concedida,47433600s (~1.5 years),2011,03,11,si
417,delito_contra_la_salud,2011-03-11,2012-09-10,concedida,47433600s (~1.5 years),2011,03,11,si
418,secuestro,2011-03-11,2011-05-25,concedida,6480000s (~10.71 weeks),2011,03,11,si
418,robo,2011-03-11,2011-05-25,concedida,6480000s (~10.71 weeks),2011,03,11,si
419,homicidio,2011-03-11,2011-07-28,concedida,12009600s (~19.86 weeks),2011,03,11,si
419,robo,2011-03-11,2011-07-28,concedida,12009600s (~19.86 weeks),2011,03,11,si
419,robo,2011-03-11,2011-07-28,concedida,12009600s (~19.86 weeks),2011,03,11,si
420,homicidio,2011-03-18,2011-06-23,concedida,8380800s (~13.86 weeks),2011,03,18,si
420,delito_con_arma_de_fuego,2011-03-18,2011-06-23,concedida,8380800s (~13.86 weeks),2011,03,18,si
420,delito_contra_la_salud,2011-03-18,2011-06-23,concedida,8380800s (~13.86 weeks),2011,03,18,si
420,delincuencia_organizada,2011-03-18,2011-06-23,concedida,8380800s (~13.86 weeks),2011,03,18,si
421,asociacion_delictuosa,2011-03-25,2012-03-12,concedida,30499200s (~50.43 weeks),2011,03,25,si
421,delito_contra_la_salud,2011-03-25,2012-03-12,concedida,30499200s (~50.43 weeks),2011,03,25,si
421,lavado_de_dinero,2011-03-25,2012-03-12,concedida,30499200s (~50.43 weeks),2011,03,25,si
422,asociacion_delictuosa,2011-03-25,NA,n/a,NA,2011,03,25,no
422,delito_contra_la_salud,2011-03-25,NA,n/a,NA,2011,03,25,no
422,lavado_de_dinero,2011-03-25,NA,n/a,NA,2011,03,25,no
423,delito_sexual_menores,2011-03-25,2011-08-08,concedida,11750400s (~19.43 weeks),2011,03,25,si
424,asociacion_delictuosa,2011-03-28,2011-08-26,concedida,13046400s (~21.57 weeks),2011,03,28,si
424,delito_contra_la_salud,2011-03-28,2011-08-26,concedida,13046400s (~21.57 weeks),2011,03,28,si
425,homicidio,2011-03-28,2011-06-14,concedida,6739200s (~11.14 weeks),2011,03,28,si
425,abuso_sexual_menores,2011-03-28,2011-06-14,concedida,6739200s (~11.14 weeks),2011,03,28,si
426,homicidio,2011-04-01,2011-05-16,concedida,3888000s (~6.43 weeks),2011,04,01,si
427,asociacion_delictuosa,2011-04-01,2011-05-06,concedida,3024000s (~5 weeks),2011,04,01,si
427,delito_contra_la_salud,2011-04-01,2011-05-06,concedida,3024000s (~5 weeks),2011,04,01,si
427,lavado_de_dinero,2011-04-01,2011-05-06,concedida,3024000s (~5 weeks),2011,04,01,si
428,delito_contra_la_salud,2011-04-01,2011-06-30,concedida,7776000s (~12.86 weeks),2011,04,01,si
428,lavado_de_dinero,2011-04-01,2011-06-30,concedida,7776000s (~12.86 weeks),2011,04,01,si
429,delincuencia_organizada,2011-04-07,2012-04-18,concedida,32572800s (~1.03 years),2011,04,07,si
429,homicidio,2011-04-07,2012-04-18,concedida,32572800s (~1.03 years),2011,04,07,si
429,delito_contra_la_salud,2011-04-07,2012-04-18,concedida,32572800s (~1.03 years),2011,04,07,si
429,lavado_de_dinero,2011-04-07,2012-04-18,concedida,32572800s (~1.03 years),2011,04,07,si
429,posesion_ilegal_de_arma_de_fuego,2011-04-07,2012-04-18,concedida,32572800s (~1.03 years),2011,04,07,si
430,asociacion_delictuosa,2011-04-09,2011-06-14,concedida,5702400s (~9.43 weeks),2011,04,09,si
430,delito_contra_la_salud,2011-04-09,2011-06-14,concedida,5702400s (~9.43 weeks),2011,04,09,si
431,homicidio,2011-04-14,2011-07-07,concedida,7257600s (~12 weeks),2011,04,14,si
431,lavado_de_dinero,2011-04-14,2011-07-07,concedida,7257600s (~12 weeks),2011,04,14,si
431,posesion_ilegal_de_arma_de_fuego,2011-04-14,2011-07-07,concedida,7257600s (~12 weeks),2011,04,14,si
431,delito_contra_la_salud,2011-04-14,2011-07-07,concedida,7257600s (~12 weeks),2011,04,14,si
431,delincuencia_organizada,2011-04-14,2011-07-07,concedida,7257600s (~12 weeks),2011,04,14,si
432,homicidio,2011-04-15,2011-06-01,concedida,4060800s (~6.71 weeks),2011,04,15,si
433,secuestro,2011-04-19,2011-05-31,concedida,3628800s (~6 weeks),2011,04,19,si
433,homicidio,2011-04-19,2011-05-31,concedida,3628800s (~6 weeks),2011,04,19,si
434,delito_contra_la_salud,2011-04-19,2012-01-11,concedida,23068800s (~38.14 weeks),2011,04,19,si
435,homicidio,2011-04-29,2011-09-28,concedida,13132800s (~21.71 weeks),2011,04,29,si
436,delito_sexual_menores,2011-05-06,2011-09-22,concedida,12009600s (~19.86 weeks),2011,05,06,si
437,asociacion_delictuosa,2011-05-09,2012-03-12,concedida,26611200s (~44 weeks),2011,05,09,si
437,delito_contra_la_salud,2011-05-09,2012-03-12,concedida,26611200s (~44 weeks),2011,05,09,si
437,lavado_de_dinero,2011-05-09,2012-03-12,concedida,26611200s (~44 weeks),2011,05,09,si
438,delincuencia_organizada,2011-05-13,2011-09-13,concedida,10627200s (~17.57 weeks),2011,05,13,si
438,delito_contra_la_salud,2011-05-13,2011-09-13,concedida,10627200s (~17.57 weeks),2011,05,13,si
438,lavado_de_dinero,2011-05-13,2011-09-13,concedida,10627200s (~17.57 weeks),2011,05,13,si
439,secuestro,2011-05-17,2011-07-28,concedida,6220800s (~10.29 weeks),2011,05,17,si
439,violacion,2011-05-17,2011-07-28,concedida,6220800s (~10.29 weeks),2011,05,17,si
440,incendio,2011-05-24,2011-06-14,concedida,1814400s (~3 weeks),2011,05,24,si
441,asociacion_delictuosa,2011-05-27,2012-03-12,concedida,25056000s (~41.43 weeks),2011,05,27,si
441,delito_contra_la_salud,2011-05-27,2012-03-12,concedida,25056000s (~41.43 weeks),2011,05,27,si
441,lavado_de_dinero,2011-05-27,2012-03-12,concedida,25056000s (~41.43 weeks),2011,05,27,si
442,delito_sexual_menores,2011-05-27,2011-06-14,concedida,1555200s (~2.57 weeks),2011,05,27,si
443,asalto_sexual_menor,2011-05-27,2011-07-14,concedida,4147200s (~6.86 weeks),2011,05,27,si
444,delito_contra_la_salud,2011-06-02,2012-05-07,concedida,29376000s (~48.57 weeks),2011,06,02,si
445,asalto_sexual_menor,2011-06-03,2011-07-14,concedida,3542400s (~5.86 weeks),2011,06,03,si
446,asociacion_delictuosa,2011-06-08,2011-09-08,concedida,7948800s (~13.14 weeks),2011,06,08,si
446,delito_contra_la_salud,2011-06-08,2011-09-08,concedida,7948800s (~13.14 weeks),2011,06,08,si
446,delincuencia_organizada,2011-06-08,2011-09-08,concedida,7948800s (~13.14 weeks),2011,06,08,si
447,asociacion_delictuosa,2011-06-10,2011-09-13,concedida,8208000s (~13.57 weeks),2011,06,10,si
447,delito_contra_la_salud,2011-06-10,2011-09-13,concedida,8208000s (~13.57 weeks),2011,06,10,si
448,asociacion_delictuosa,2011-06-10,2011-08-12,concedida,5443200s (~9 weeks),2011,06,10,si
448,robo,2011-06-10,2011-08-12,concedida,5443200s (~9 weeks),2011,06,10,si
448,secuestro,2011-06-10,2011-08-12,concedida,5443200s (~9 weeks),2011,06,10,si
448,homicidio,2011-06-10,2011-08-12,concedida,5443200s (~9 weeks),2011,06,10,si
448,delito_con_arma_de_fuego,2011-06-10,2011-08-12,concedida,5443200s (~9 weeks),2011,06,10,si
449,delito_contra_la_salud,2011-06-13,2012-09-14,concedida,39657600s (~1.26 years),2011,06,13,si
450,abuso_sexual_menores,2011-06-17,2011-06-29,concedida,1036800s (~1.71 weeks),2011,06,17,si
451,asociacion_delictuosa,2011-06-17,2011-06-19,concedida,172800s (~2 days),2011,06,17,si
451,delito_contra_la_salud,2011-06-17,2011-06-19,concedida,172800s (~2 days),2011,06,17,si
452,homicidio,2011-06-24,2011-08-03,concedida,3456000s (~5.71 weeks),2011,06,24,si
453,homicidio,2011-06-27,2011-09-13,concedida,6739200s (~11.14 weeks),2011,06,27,si
453,delito_con_arma_de_fuego,2011-06-27,2011-09-13,concedida,6739200s (~11.14 weeks),2011,06,27,si
454,asociacion_delictuosa,2011-06-30,2012-02-08,concedida,19267200s (~31.86 weeks),2011,06,30,si
454,delito_contra_la_salud,2011-06-30,2012-02-08,concedida,19267200s (~31.86 weeks),2011,06,30,si
455,delito_contra_la_salud,2011-07-12,2011-11-24,concedida,11664000s (~19.29 weeks),2011,07,12,si
456,homicidio,2011-07-12,2011-08-26,concedida,3888000s (~6.43 weeks),2011,07,12,si
457,homicidio,2011-07-13,2011-08-23,concedida,3542400s (~5.86 weeks),2011,07,13,si
457,homicidio,2011-07-13,2011-08-23,concedida,3542400s (~5.86 weeks),2011,07,13,si
458,delito_sexual_menores,2011-07-14,2011-08-17,concedida,2937600s (~4.86 weeks),2011,07,14,si
459,homicidio,2011-07-15,2011-10-24,concedida,8726400s (~14.43 weeks),2011,07,15,si
459,lesiones,2011-07-15,2011-10-24,concedida,8726400s (~14.43 weeks),2011,07,15,si
460,delito_contra_la_salud,2011-07-15,2011-08-23,concedida,3369600s (~5.57 weeks),2011,07,15,si
461,asalto_sexual_menor,2011-07-22,2011-10-03,concedida,6307200s (~10.43 weeks),2011,07,22,si
461,secuestro,2011-07-22,2011-10-03,concedida,6307200s (~10.43 weeks),2011,07,22,si
462,asociacion_delictuosa,2011-07-22,2012-05-31,concedida,27129600s (~44.86 weeks),2011,07,22,si
462,delito_contra_la_salud,2011-07-22,2012-05-31,concedida,27129600s (~44.86 weeks),2011,07,22,si
462,lavado_de_dinero,2011-07-22,2012-05-31,concedida,27129600s (~44.86 weeks),2011,07,22,si
462,lavado_de_dinero,2011-07-22,2012-05-31,concedida,27129600s (~44.86 weeks),2011,07,22,si
463,homicidio,2011-07-25,2011-08-29,concedida,3024000s (~5 weeks),2011,07,25,si
463,agresion,2011-07-25,2011-08-29,concedida,3024000s (~5 weeks),2011,07,25,si
464,homicidio,2011-07-25,2011-08-19,concedida,2160000s (~3.57 weeks),2011,07,25,si
465,secuestro,2011-07-25,2011-12-02,concedida,11232000s (~18.57 weeks),2011,07,25,si
465,violacion,2011-07-25,2011-12-02,concedida,11232000s (~18.57 weeks),2011,07,25,si
465,abuso_sexual_menores,2011-07-25,2011-12-02,concedida,11232000s (~18.57 weeks),2011,07,25,si
466,asociacion_delictuosa,2011-07-27,2011-11-04,concedida,8640000s (~14.29 weeks),2011,07,27,si
466,delito_contra_la_salud,2011-07-27,2011-11-04,concedida,8640000s (~14.29 weeks),2011,07,27,si
467,robo,2011-07-29,2011-11-04,concedida,8467200s (~14 weeks),2011,07,29,si
467,secuestro,2011-07-29,2011-11-04,concedida,8467200s (~14 weeks),2011,07,29,si
467,allanamiento_de_morada,2011-07-29,2011-11-04,concedida,8467200s (~14 weeks),2011,07,29,si
468,delito_contra_la_salud,2011-08-02,2011-09-01,concedida,2592000s (~4.29 weeks),2011,08,02,si
469,asociacion_delictuosa,2011-08-03,2011-10-03,concedida,5270400s (~8.71 weeks),2011,08,03,si
469,delito_contra_la_salud,2011-08-03,2011-10-03,concedida,5270400s (~8.71 weeks),2011,08,03,si
470,asociacion_delictuosa,2011-08-05,2011-09-12,concedida,3283200s (~5.43 weeks),2011,08,05,si
470,delito_contra_la_salud,2011-08-05,2011-09-12,concedida,3283200s (~5.43 weeks),2011,08,05,si
470,lavado_de_dinero,2011-08-05,2011-09-12,concedida,3283200s (~5.43 weeks),2011,08,05,si
471,delito_sexual_menores,2011-08-05,2011-09-08,concedida,2937600s (~4.86 weeks),2011,08,05,si
472,delito_contra_la_salud,2011-08-10,2011-12-08,concedida,10368000s (~17.14 weeks),2011,08,10,si
473,homicidio,2011-08-12,2011-10-26,concedida,6480000s (~10.71 weeks),2011,08,12,si
474,asociacion_delictuosa,2011-08-17,2012-01-16,concedida,13132800s (~21.71 weeks),2011,08,17,si
474,delito_contra_la_salud,2011-08-17,2012-01-16,concedida,13132800s (~21.71 weeks),2011,08,17,si
475,homicidio,2011-08-19,2011-11-16,concedida,7689600s (~12.71 weeks),2011,08,19,si
476,homicidio,2011-08-19,2011-11-04,concedida,6652800s (~11 weeks),2011,08,19,si
476,homicidio,2011-08-19,2011-11-04,concedida,6652800s (~11 weeks),2011,08,19,si
477,homicidio,2011-08-19,2011-10-03,concedida,3888000s (~6.43 weeks),2011,08,19,si
478,homicidio,2011-08-23,2011-11-11,concedida,6912000s (~11.43 weeks),2011,08,23,si
479,homicidio,2011-08-26,2011-12-19,concedida,9936000s (~16.43 weeks),2011,08,26,si
480,delito_contra_la_salud,2011-08-30,2015-01-02,concedida,105494400s (~3.34 years),2011,08,30,si
480,lavado_de_dinero,2011-08-30,2015-01-02,concedida,105494400s (~3.34 years),2011,08,30,si
481,asociacion_delictuosa,2011-09-01,NA,n/a,NA,2011,09,01,no
481,delito_contra_la_salud,2011-09-01,NA,n/a,NA,2011,09,01,no
482,homicidio,2011-09-06,2011-12-13,concedida,8467200s (~14 weeks),2011,09,06,si
483,asociacion_delictuosa,2011-09-09,2011-10-18,concedida,3369600s (~5.57 weeks),2011,09,09,si
483,delito_contra_la_salud,2011-09-09,2011-10-18,concedida,3369600s (~5.57 weeks),2011,09,09,si
484,asociacion_delictuosa,2011-09-13,2011-10-21,concedida,3283200s (~5.43 weeks),2011,09,13,si
484,delito_contra_la_salud,2011-09-13,2011-10-21,concedida,3283200s (~5.43 weeks),2011,09,13,si
484,lavado_de_dinero,2011-09-13,2011-10-21,concedida,3283200s (~5.43 weeks),2011,09,13,si
485,asociacion_delictuosa,2011-09-13,2012-07-27,concedida,27475200s (~45.43 weeks),2011,09,13,si
485,delito_contra_la_salud,2011-09-13,2012-07-27,concedida,27475200s (~45.43 weeks),2011,09,13,si
485,lavado_de_dinero,2011-09-13,2012-07-27,concedida,27475200s (~45.43 weeks),2011,09,13,si
486,delito_sexual_menores,2011-09-14,2012-01-03,concedida,9590400s (~15.86 weeks),2011,09,14,si
487,delito_contra_la_salud,2011-09-19,2011-10-28,concedida,3369600s (~5.57 weeks),2011,09,19,si
487,delito_con_arma_de_fuego,2011-09-19,2011-10-28,concedida,3369600s (~5.57 weeks),2011,09,19,si
488,delito_contra_la_salud,2011-09-20,2011-12-01,concedida,6220800s (~10.29 weeks),2011,09,20,si
489,delito_contra_la_salud,2011-09-20,2012-01-26,concedida,11059200s (~18.29 weeks),2011,09,20,si
489,posesion_ilegal_de_arma_de_fuego,2011-09-20,2012-01-26,concedida,11059200s (~18.29 weeks),2011,09,20,si
489,lesiones,2011-09-20,2012-01-26,concedida,11059200s (~18.29 weeks),2011,09,20,si
490,asociacion_delictuosa,2011-09-30,2012-02-02,concedida,10800000s (~17.86 weeks),2011,09,30,si
490,delito_contra_la_salud,2011-09-30,2012-02-02,concedida,10800000s (~17.86 weeks),2011,09,30,si
491,delito_contra_la_salud,2011-09-30,2012-05-17,concedida,19872000s (~32.86 weeks),2011,09,30,si
492,secuestro,2011-10-03,NA,n/a,NA,2011,10,03,no
493,homicidio,2011-10-07,2011-12-19,concedida,6307200s (~10.43 weeks),2011,10,07,si
494,homicidio,2011-10-10,NA,n/a,NA,2011,10,10,no
495,delito_contra_la_salud,2011-10-13,2012-03-06,concedida,12528000s (~20.71 weeks),2011,10,13,si
496,delito_sexual_menores,2011-10-13,2011-11-23,concedida,3542400s (~5.86 weeks),2011,10,13,si
497,violacion,2011-10-14,2011-12-05,concedida,4492800s (~7.43 weeks),2011,10,14,si
497,delito_sexual_menores,2011-10-14,2011-12-05,concedida,4492800s (~7.43 weeks),2011,10,14,si
498,trafico_de_armas,2011-10-18,2012-03-12,concedida,12614400s (~20.86 weeks),2011,10,18,si
499,homicidio,2011-10-19,2012-11-06,concedida,33177600s (~1.05 years),2011,10,19,si
500,asociacion_delictuosa,2011-10-20,2012-03-15,concedida,12700800s (~21 weeks),2011,10,20,si
500,delito_contra_la_salud,2011-10-20,2012-03-15,concedida,12700800s (~21 weeks),2011,10,20,si
501,delito_sexual_menores,2011-10-21,2012-01-03,concedida,6393600s (~10.57 weeks),2011,10,21,si
502,asociacion_delictuosa,2011-10-26,2012-02-21,concedida,10195200s (~16.86 weeks),2011,10,26,si
502,delito_contra_la_salud,2011-10-26,2012-02-21,concedida,10195200s (~16.86 weeks),2011,10,26,si
502,lavado_de_dinero,2011-10-26,2012-02-21,concedida,10195200s (~16.86 weeks),2011,10,26,si
503,asociacion_delictuosa,2011-10-26,2012-01-16,concedida,7084800s (~11.71 weeks),2011,10,26,si
503,delito_contra_la_salud,2011-10-26,2012-01-16,concedida,7084800s (~11.71 weeks),2011,10,26,si
504,delincuencia_organizada,2011-10-27,2011-12-13,concedida,4060800s (~6.71 weeks),2011,10,27,si
504,homicidio,2011-10-27,2011-12-13,concedida,4060800s (~6.71 weeks),2011,10,27,si
504,delito_contra_la_salud,2011-10-27,2011-12-13,concedida,4060800s (~6.71 weeks),2011,10,27,si
504,lavado_de_dinero,2011-10-27,2011-12-13,concedida,4060800s (~6.71 weeks),2011,10,27,si
504,posesion_ilegal_de_arma_de_fuego,2011-10-27,2011-12-13,concedida,4060800s (~6.71 weeks),2011,10,27,si
505,homicidio,2011-10-27,2011-12-07,concedida,3542400s (~5.86 weeks),2011,10,27,si
506,pornografia_infantil,2011-10-31,2012-01-10,concedida,6134400s (~10.14 weeks),2011,10,31,si
507,agresion_sexual_contra_menor,2011-11-04,2012-01-13,concedida,6048000s (~10 weeks),2011,11,04,si
508,homicidio,2011-11-04,2011-12-13,concedida,3369600s (~5.57 weeks),2011,11,04,si
508,homicidio,2011-11-04,2011-12-13,concedida,3369600s (~5.57 weeks),2011,11,04,si
508,asociacion_delictuosa,2011-11-04,2011-12-13,concedida,3369600s (~5.57 weeks),2011,11,04,si
509,homicidio,2011-11-04,2012-01-10,concedida,5788800s (~9.57 weeks),2011,11,04,si
509,homicidio,2011-11-04,2012-01-10,concedida,5788800s (~9.57 weeks),2011,11,04,si
510,delito_contra_la_salud,2011-11-04,2012-02-29,concedida,10108800s (~16.71 weeks),2011,11,04,si
511,homicidio,2011-11-11,2012-01-10,concedida,5184000s (~8.57 weeks),2011,11,11,si
512,asociacion_delictuosa,2011-11-11,2012-01-18,concedida,5875200s (~9.71 weeks),2011,11,11,si
512,delito_contra_la_salud,2011-11-11,2012-01-18,concedida,5875200s (~9.71 weeks),2011,11,11,si
513,violacion,2011-11-18,2011-12-15,concedida,2332800s (~3.86 weeks),2011,11,18,si
514,abuso_sexual,2011-11-18,2012-01-18,concedida,5270400s (~8.71 weeks),2011,11,18,si
